,excerpt_and_book
"All right? I snapped, then lowered my voice as Miss Bartlett gave us a concemed look. ‘Let's see what your pictures are saying? I stood up, scraping back the chair alittle violently. Sophia sat down and plugged in her memory card. I noticed the back of her neck going red as she opened up the picture file, She fiddled with her choppy black hair. So she wasn't all that confident, then. leaned over to peer at her photos as she clicked. I was already wondering what on earth had made Miss Bartlett think we'd make a good team. “What's that?’ L asked. ‘Cobbles?” Sophia made a face; I could see it reflected in the screen, ‘Ie’ thealley behind the amusement arcade, You know, at the beachfront? ‘Ie’ just the ground? I wrinkled my nose. “There’s rubbish everywhere. Look, there’s a squashed can, crisp packets...” Double Exposure",1
Fables from Africa ‘Vimochy Knapman IMastrated by Linda Selby Hannah Firmin CONTENTS ‘The Tortoise and the Baboon ‘The Hungry Hyena The Bag of Sale Stronger than the Lion 15 23 33 42Fables from Africa pg22/2_right.png,1
"Lives Rainforest, Central America This little amphibian lives in tropical rainforests. Its bright colours warn other animals that its skin is very poisonous. Eats Small bugs such as ants The ince ie Sy, eggs, which the males help Size About 2 centimetres cm) to protect. When tadpoles hatch from the eggs, they hitch a ride on their mother's back. She takes the tadpoles to live in a rainforest plant until they become frogs. faMini marvels pg24/811_right.png",1
Caren Set Oster Oe ied Nido “ocr Uneny faa agama of te Unser ord spines ne Unset ob face een choirs antec ype Ox sted cae Jonathan me 1828 ‘Te oa hts the autor have een ast ost bled 189 ‘i eto pubs 2084 Bier. Nea pen ay rin tie tal sen te ea Map bee any er apie oa pers ‘ove shanibe wi eRe ‘etn Sato alent Poe a ti ay Cain pbs Das ‘Sagat erate eerie “oafocns atte onvoanesal separ othecaaty oor Teenie cone honed te Cam sis any Steps Lets samnessnar nen aed ex soy te Ne 2 sunaue2b 808 Doohickey and the Robot,1
"Suddenly, the nurps started to bellow. The friends looked up in time to see the nurps thundering towards them. “Stampede!” yelled Ant. “Run!”Nurp Stampede pg24/1743_left.png",1
"My happiest memories of Spain are from when I lived in a city called Barcelona. Every region of Spain has its own special dishes. My favourite is the simplest — instead of using butter, you smear your bread with soft, ripe tomatoes. Wonderful! plenty It is important to eat of fruit and vegetables: They give our bodies the vitamins and minerals Ne need to stay healthy.Tasty travels pg24/963_left.png",1
"If you eat lots of fatty food, it can block your hears arteries. When the arteries from the heart become blocked, the heart cannot pump blood around 9s well as usual. eee cts Whats inside me",1
"He began wandering round the zoo. He felt very nervous. Lots of the animals were big and fierce and wild. Would they want to talk to a small, weedy human? The giraffes looked haughty. The lions were scary. The polar bears were asleep. At last, he stopped outside the elephant penEric's talking ears pg48/2225_right.png",1
"The bunny-wunny hopped closer to the glass wall. It concentrated hard. Suddenly, a laser beam burst from its eye and struck the glass. The glass melted away like ice in the sun. The bunny-wunny bounced out. Then, with a graceful leap, one of the lions sprang after it, towards the hole in the glass. 5The champions cup pg24/1805_right.png",1
"Tom, Dad ond Colin Written by Jan Burchett and Sara Vogler Illustrated by Tony RossTom, dad and colin pg16/890_right.png",1
A Maze Help Floppy find his way out of the dragon’s maze.Dragon danger pg20/938_left.png,1
How does it feel to master a new trick like this one? It’s a huge buzz! I love finding a new trick on the Internet and then coming to circus school and learning how to do it. peering CROCE Tcay doing a lot eseSkill and thrills pg24/284_right.png,1
“Cool!” said Tiger. “Let’s go!” Off he flew in the micro-copter. Then Cat and the dragonfly took off./media/kafaka/Data/Work/Zulu/Books/Images_For_OCR/Oxford owl- Original bands/5/5  Flying high pg16/1412_right.png,1
"I don't want them. I don’t want smelly shoes that make flies buzz all around me! Why did you do it, Mum? Why did you buy me shoes made of jellyfish?” And Laura rushed out of the door. Mum shook her head, puzzled. ‘Shoes made of jellyfish?’ she said. ‘What's she talking about? Do you know, Scott?’ ‘Don't ask me,’ said Scott. But he looked a bit guilty.Jellyfish shoes pg32/910_left.png",1
"Nok spotted the helter-skelter. “Look,” he said. Iam going up there!Helter skelter pg16/67_left.png",1
"“Stay in bed, too,” said the doctor.Spots pg16/425_right.png",1
"Then he went off in his buggy, sure as ever he would win.The race pg16/994_right.png",1
"Sloshing through the sap towards them were three massive plant monsters with large, red, bell-shaped flowers. “Drive out the invaders!” they rasped. “Don't attack us, please!” Ant shouted. We haven't done anything! 9The attack of the giant Meeb pg32/65_right.png",1
"MOVE YOUR MUSCLES You need muscles to move your body — around 600 of them! Muscles do lots of jobs. You need them for any movement you make, including walking, jumping, dancing and even smiling. Muscles are joined to your bones by —__. tough bands called tendon: JFYour body inside out pg24/871_left.png",1
"“Did you crack a block?” said Chip.No tricks, Gran! pg16/1140_left.png",1
“Impact in two ... Nok put his hands over the controls. Two balls of blue energy formed. “Yes!” he shouted. “I have steering!”Blast off pg24/763_left.png,1
"Everyone stopped to look at the rainbow. Children ran to their mums and dads. “What a funny rainbow!” they said. “It’s got straight sides, We've never seen one like that before.” The rainbow machine",1
"38 ‘They heard a scampet. Then a dog with black patches on her white coat wriggled our, She gave a friendly woof. “Hell We've come to say thank you,” Bryn said. “The crab told us how brave you were, standing up to those seagulls.”Beach detectives, pg48/2417_left.png",1
"“Yuk!” said Kipper. “Look at her long, dirty nails.” “Look at the troll food,” said Biff.Kipper and the trolls pg24/1402_left.png",1
"Close book ‘Aha!’ Sophia rapidly focused her lens on it and began to click away. I was just rolling my eyes when I remembered saying thar she could choose the subjects. I took a breath and counted to ten. “Wait? I said suddenly. “The sun’s coming out. She shot mean impatient look, but she paused and glanced up. A patch of blue had appeared between the clouds, and a golden light struck the wall. Sophia took a few extra shots as two more woodlice wriggled out of the roots and scuttled into cracks. “Here, let me sce’ I took the camera from her and squinted into the display screen as she watched me expectantly, Ir was hard to sce properly, but I got the idea. 53 Double Exposure",1
"For a whole week, Eric spent hours in his bedroom, secretly practising ear language. Then he went with Dad to the zoo. ""It might work,” thought Eric. “You never know. It just might.” At the zoo, Dad went off to feed the monkeys. “Now,” murmured Eric, “who shall I talk to first?”Eric's talking ears pg48/2225_left.png",1
They went on to the ice.The ice rink pg16/108_left.png,1
"Peter told him about birthdays and parties. “When is your birthday, Tromso?"" he said. “I've never had one,"" said ‘Tromso sadly. “You can share mine,” said Peter. “We'll share a party. Mum always makes a cake for birthdays. I'll ask her to make one for you.""Snow Troll pg32/189_right.png",1
The designer has asked a photographer to go to a horse show to get some exciting action shots. The photographer will take several photographs for the designer to choose from. The photographer is also going to take photographs of a saddle in her studio. She can set up special lights in her studio so that all the details show up clearlyMaking a book pg24/757_right.png,1
Ho painted the mountain of gold. He painted a blue sea all around it. The gold and the sea became real.The magic paintbrush pg24/1326_right.png,1
Nok got a big fright! He sprang out of the trainer.Shock for Nok pg16/8_left.png,1
"“Planet Senton must be a messy place,” said Tiger. “Look at all this rubbish!” Nok swerved the ship round some space junk.The junk cruncher pg24/607_right.png",1
"“I won't always be a kitchen boy,” Dick told her. “I want to be a merchant like your father.” “Then you'd better learn to read and write,” said Alice. She taught Dick to read and to write with a quill pen. Cook was cross, of course. “Who do you think you are, Dick Whittington? Too high and mighty for honest kitchen work, now?”Dick Wittington/446_left.png",1
"Max and Ant steered Hawkwing to a stop. ‘A sound was echoing around them, dum-dum, dum-dum, but they couldn't see where it was coming from. Ant looked on Hawkwing’s scanner. He could see Marvel's lungs and a red twitching organ. “We're near the lungs,” reported Ant. “I can see Macro Marvel's heart. That noise is his heartbeat He peered very closely at the scanner. “Now, where is that BITE hiding?” he muttered. Tiger's watch was flashing, which meant that the BITE had to be close by.Mission Marvel pg32/550_left.png",1
